"English Word","Word Type","Dragon Translation"
Formidable,adjective,Zomulaag
Forsake,verb,Vodein
Forsaker,verb,Vodeiniik
Forswear,verb,Duvaat
Forsworn,adjective,Duvahriin
Forsworn,noun,Haadvohiik
Forth,adverb,Amativ
Forthright,adjective,Zurdon
Fortify,verb,Gebild
Fortitude,noun,Mulaan
Fortnight,noun,Ziinkeyal
Fortress,noun,Govoldeim
Fortunate,adjective,Gluuskei
Fortune,noun,"Faraan, Gluus"
Forum,noun,Staadsetinvaak
Forward,adverb,Amativ
Fossil,noun,Qethsewuth
Foster,verb,Nebenviing
Foul,adjective,Bein
Found,verb,"Rund, Siiv"
Foundation,noun,Rundak
Founder,noun,Wahliik
Fountain,noun,Kiraav
Four,noun,Hir
Fox,noun,Ilit
Foxtrot,noun,Ilitanz
Foxy,adjective,Ilitus
Fragment,noun,Bruzah
Frame,noun,Hakrim
Frantic,adjective,Hekofir
Fratricide,noun,Kriizeymah
Fray,noun,Keinul
Freak,noun,Ahzuk
Freakish,adjective,Ahzukus
Freaky,adjective,Ahzukus
Fredas,noun,Vensul
Free,adjective,Stin
Freedom,noun,Stin
Freelance,noun,Stintuz
Freeway,noun,Felstrah
Freeze,verb,Diin
Frenzy,noun,Raholt
Frequent,adjective,Fahtiid
Frequently,adverb,Fahtiid
Fresh,adjective,Mahyun
Freshwater,noun,Vahlom
Friday,noun,Vensul
Fridge,noun,Krahoskad
Friend,noun,Fahdon
Friendliness,adjective,Fahdonusaar
Friendly,adjective,Fahdonus
Friendship,noun,Fahdonmaar
Frigate,noun,Aakitveysun
Frighten,verb,Gefaas
Frill,noun,Qahlon
Frisbee,noun,Fusk-Vogil
Frivolous,adjective,Ofolin
Frog,noun,Grel
From,preposition,Nol
Front,adjective,Teyn
Frontier,noun,Teynaar
Frost,noun,Fo
"Frost Atronach",noun,Fokaronahs
"Frost Fall",noun,Fomah
"Frost Troll",noun,Odufiik
Frostbite,noun,Folag
Frosting,noun,Sufolduul
Frosty,adjective,Folus
Froth,noun,Fahtin
Frothy,adjective,Fahtinus
Frown,verb,Fiivut
Frozen,adjective,Diinaan
Frugal,adjective,Werzon
Fruit,noun,Fruk
Fruitful,adjective,Povaan
Fruity,adjective,Frukus
Frustrate,verb,Gerah
Fry,verb,Friis
Fuel,noun,Agniir
Fugitive,noun,Gruhon
Fulfill,verb,Jakah
Full,adjective,Jahrii
Fume,verb,Hevaak
Fun,noun,Moor
Function,verb,Kosov
Function,noun,Kosovaat
Functional,adjective,Drenaal
Funeral,noun,Qothaan
Fungus,noun,Kiib
Funny,adjective,Moorus
Fur,noun,Raanom
Furious,adjective,Nahkei
Furl,verb,Fundiir
Furnace,noun,Yoziir
Furry,adjective,Raanomus
Further,adverb,Zugut
Fury,noun,Nah
Fuse,verb,Hilk
Fuse,noun,Yoltrin
Fusion,noun,Hilkaan
Fussy,adjective,Pogukus
Futile,adjective,Vunek
Future,noun,Aluntiid
Futuristic,adjective,Aluntiiduv
Fuzzy,adjective,Faskus
Gabble,verb,Tarukun
Gain,verb,Ofaal
Gait,noun,Todol
Galaxy,noun,Filrod
Gale,noun,Riik
Gallant,adjective,Ahkrinaal
Gallantry,noun,Ahkrinaar
Galleon,noun,Lotveysun
Gallon,noun,Gizan
Gallows,noun,Jahdor
Gamble,verb,Dezahrel
Gambler,noun,Dezahrelin
Game,noun,Kred
Gang,noun,Nagiis
Gap,noun,Raf
Garage,noun,"Gultkey "
Garbage,noun,Dahstin
"Garbage Bag",noun,Dahstahpaan
"Garbage Disposal",noun,Stornjotuz
"Garbage Pale",noun,Dahstahdoor
Garden,noun,"Graadnah, Fahlu"
Gardener,noun,Fahluaan
Gargantuan,adjective,Hotus
Gargoyle,noun,Qerisogal
Garlic,noun,Sotlaakir
Garment,noun,Reken
Garnet,noun,Sologaal
Gas,noun,Suf
Gash,noun,Skeniir
Gasp,noun,Faasliis
Gate,noun,Skuld
Gateway,noun,Skuld
Gather,noun,Feyal
Gather,verb,Lahvraan
Gauche,adjective,Votarn
Gauntlet,noun,Gasving
Gay,adjective,Medliinvas
Gaze,verb,Yiir
Gazelle,noun,Thraldriin
Gear,noun,"Sinkod, Raxrod"
Gecko,noun,Kliifkozvrii
Gem,noun,Sogaal
Gemstone,noun,Nonvulgolz
Gender,noun,Veiliin
General,adjective,Pahnim
General,noun,Kinbokein
Generation,noun,Fronkenlik
Generosity,noun,Zofanaar
Generous,adjective,Zofan
Genitalia,noun,Pikoon
Genitals,noun,Pikoon
Genius,noun,Kleiro
Genocide,noun,Pahkriivah
Gentle,adjective,Fask
Gentleness,adjective,Faskom
Genuine,adjective,Wiistel
Genuineness,noun,Wiistelom
Geography,noun,Hahsenor
Geology,noun,Hahsegol
Gesture,verb,Bomas
Get,verb,"Ofaal, Meyz"
Geyser,noun,Frinvahwuld
Ghost,noun,"Gaaf, Hokzii"
Ghostly,adjective,Gaafus
Ghoul,noun,Slendugaaf
Giant,adjective,Hotus
Giant,noun,Hot
Gibber,verb,Tarukun
Giddish,adjective,Valkjiik
Gift,noun,Ofan
Gigantic,adjective,Hotus
Giggle,verb,Jeh
Ginger,noun,Yolmaak
Giraffe,noun,Dimbakey
Girl,noun,Kon
Girlfriend,noun,Onliin
Give,verb,Ofan
Giver,noun,Ofaniik
Glacier,noun,Glakel
Glad,adjective,Frund
Glade,noun,Olniiv
Gladly,adverb,Frundiin
Glass,noun,"Beyl, Veyz, Piniir"
Glasses,noun,Koraaveyz
Glaze,noun,Sufolduul
Glean,verb,Gahvraan
Glen,noun,Olnaav
Glide,verb,Vaan
Glimmer,verb,Viim
Glimpse,noun,Malkoraav
Glint,verb,Viim
Glisten,verb,Viim
Glitter,noun,Viim-Viiz
Gloat,verb,Kahmaar
Global,adjective,Pahleinuv
Gloom,noun,Ath
Gloomy,adjective,Athus
Glorify,verb,Gemoro
Glorious,adjective,Morokei
Glory,noun,Moro
Gloss,noun,Ozuriiv
Glossiness,noun,Ozurom
Glossy,adjective,Ozur
Glove,noun,Haalkot
Glow,verb,Viim
Glue,noun,Hokaalvoth
Glutton,noun,Tarvoknaak
Gnarl,noun,Keynaar
Gnarled,adjective,Keynaarus
Gnarly,adjective,Keynaarus
Gnat,noun,Wox
Go,verb,Bo
Goad,verb,Ziidol
Goal,noun,"Krazahd, Ahsod"
Goat,noun,Ozak
Goatee,noun,Ozakvum
Gobbler,noun,Tarvoknaak
Goblet,noun,Qodii
Goblin,noun,Gogil
God,noun,Rah
Goddess,noun,Ekrah
Godless,noun,Rahnu
Godlike,adjective,Rahus
Godly,adjective,Rahus
Gods,noun,Rah
Godsend,noun,Rahofan
Godsent,adjective,Rahofan
Goffer,noun,Jaufrah
Gold,adjective,Yuvon
Gold,noun,Yuld
Golden,adjective,Yuvon
Golem,noun,Golzaar
Gone,adjective,Nusaan
Good,adjective,"Pruzah, Kul"
"Good day",interjection,Prusul
Goodbye,interjection,"Guur, Pruzahguur"
Goose,noun,Horos
Gore,noun,Soslen
Gorge,noun,Goltahraan
Gorger,noun,Tarvoknaak
Gorilla,noun,Lotatumun
Gory,adjective,Soslenus
Gossamer,adjective,Sufask
Gossip,noun,Vaaruk
Got,verb,"Ofaal, Meyz"
Gouge,noun,Skeniir
Gourd,noun,Mahleyn
Govern,verb,Muulmar
Government,noun,Relmaar
Grab,verb,Trog
Grace,noun,Dun
Graceful,adjective,Zodun
Gracious,adjective,Dunkei
Grade,noun,Leik
Gradient,noun,Fahinbo
Grail,noun,Qodii
Grain,noun,Koos
Grainy,adjective,Koosus
Gram,noun,Kranek
Grammar,noun,Rot-Thun
Grand,adjective,Zoklot
Grandchild,noun,Lotkiir
Granddaughter,noun,"Lotkiir, Monsemon"
Grandfather,noun,"Bormahsebormah "
Grandmother,noun,Monahsemonah
Grandson,noun,"Lotkiir, Kulsekul"
Granite,noun,Kreidol
"Granite Hill",noun,"Quethsegol Ahrol, Qethsegol Ahrol"
Grant,verb,Bolaav
Grape,noun,Druf
"Grape Juice",noun,Druf-Piin
Grapefruit,noun,"Drufruk, Prudaasfruk"
Graph,noun,Grundograan
Graphic,adjective,Miinuv
Graphical,adjective,Miinuv
Grapnel,noun,Kuzniir
Grapple,verb,Haalgrah
Grapple,noun,Kuzniir
Grasp,verb,Volk
Grass,noun,Veydo
Grassland,noun,Evenik
Grateful,adjective,Kogaan
Gratitude,verb,Nox
Grave,noun,Graad
Grave,adjective,Soziik
Gravel,noun,Gradol
Gravely,adjective,Soziik
Gravestone,noun,Qethsegol
Graveyard,noun,Graadstaad
Gravity,noun,Goltefend
Gravy,noun,Sliin-Ezil
Gray,noun,Sadon
Grease,noun,Karon
Greasy,adjective,Karonus
Great,adjective,Lot
Greataxe,noun,Grahkun
Greater,adjective,Avokei
Greatest,adjective,Zoklot
Greatness,noun,Lotaar
Greatsword,noun,Lotzahkrii
Greave,noun,Skevur
Greed,noun,Tarvok
Greedy,adjective,Tarvokus
Green,noun,Graag
Greet,verb,Gruz
Greetings,interjection,"Drem Yol Lok"
Grenade,noun,Fuskaag
"Grenade Launcher",noun,Kaag-Thulzun
Grey,noun,Sadon
Greybeard,noun,Mudozaan
Grid,noun,Dograan
Grief,noun,Traas
Grievance,noun,Krosaan
Grieve,verb,Trah
Griever,noun,Luvmahliik
Grievous,adjective,Traaskei
Griffin,noun,Amokriin
Griffon,noun,Amokriin
Grim,adjective,Veyd
Grin,verb,Skiif
Grind,verb,Dum
Grindstone,noun,Zunrod
Grip,noun,Volk
Groan,verb,Galv
"Grocery Store",noun,Kipveydar
Groom,noun,Ahmun
Groove,noun,Rav
Grope,verb,Volk
Gross,adjective,Krastov
Grotto,noun,Kolraag
Grouch,noun,Ahzidiik
Grouchy,adjective,Bahlus
Ground,noun,Golt
Groundhog,noun,Goltosgoriik
Group,noun,Dopaan
Grove,noun,"Saf, Jinah"
Grow,verb,Naram
Growl,verb,Raal
Growth,noun,Narand
Grudge,noun,Gloz
Gruff,adjective,Golzul
Gruffness,adjective,Golzul
Grumpy,adjective,Bahlus
Grunt,verb,Fuh
Gryphon,noun,Amokriin
Guar,noun,Juvroh
Guarantee,verb,Guraad
Guard,verb,Dein
Guardian,noun,Vahlok
Guardianship,noun,Vahlokeyv
Guess,verb,Lorfonaar
Guest,noun,Yunaar
Guidance,noun,Aak
Guide,verb,Aak
Guild,noun,Tokah
Guile,noun,Skras
Guillotine,noun,Mahlotuz
Guilt,noun,Beyrovin
Guilty,adjective,Beyraal
Guitar,noun,Akwaar
Guitarist,noun,Akwaarin
Gulf,noun,Sokaaz
Gun,noun,Thulzun
Gunman,noun,Thulzunkod
Gunner,noun,Thulzunkod
Gunpowder,noun,Yolviiz
Gunsmith,noun,Thulzun-Heimiik
Guru,noun,Rahlozaan
Gush,verb,Stiisut
Gust,noun,Suraas
Gusto,noun,Yezin
Gut,noun,Kipaar
Gut,verb,Veyko
Gym,noun,Delahmulorun
Gymnasium,noun,Delahmulorun
H'roldan,noun,Ahroldan
Habit,noun,Ireik
Hack,verb,"Graaz, Rikaad"
Hacker,noun,Rikaadiik
Had,verb,Lost
Hag,noun,Kerl
Haggard,adjective,Tekar
Hagraven,noun,Kerluvak
Hail,verb,Yein
Hail,noun,Niiz
Hailstorm,noun,Niiz
Hailstorm,noun,Niizmah
Hair,noun,Om
"Hair dryer",noun,Omkirt
Hairy,adjective,Omus
Halberd,noun,Zuthahkun
Half,adjective,Hef
Halfway,noun,Mith
Halfwit,noun,Hefhah
Hall,noun,"Mund, Hof"
Hallow,verb,Gestahdim
Hallucinate,noun,Nokhahnu
Hallucination,noun,"Hahnuheim, Nokhahnu"
Hallucinatory,adjective,Hahjok
Halo,noun,Kunprenlon
Halt,verb,Vuth
Ham,noun,Noolas
Hamburger,noun,Yelsliin
Hammer,noun,Tu
Hammerfell,noun,Sahqonor
Hamster,noun,Girvestir
Hand,noun,Haal
Handgun,noun,Haal-Thulzun
Handle,noun,Haalit
Handle,verb,Sharaan
Handsome,adjective,Venro
Handwriting,noun,Pelnoot
Hang,verb,Tiik
Happen,verb,Koros
Happiness,noun,Unazom
Happy,adjective,Unaz
Harass,verb,Terag
Harbinger,noun,Rozol
Harbor,noun,Staaz
Hard,adjective,Buruk
"Hard Drive",noun,Riqahd
Hardly,adverb,Nuth
Hardware,noun,Mulhaan-Rihahdrim
Hare,noun,Kaviir
Hark,verb,Huz
Harlot,noun,Wiizaan
Harm,verb,Aax
Harmful,adjective,Zoraax
Harmonious,noun,Zodremhah
Harmony,noun,Dremhah
Harness,noun,Grongeyt
Harp,noun,Yahjol
Harpoon,noun,"Zuthuz, Zuthuz"
Harpsichord,noun,Lotrin-Lovaas
Harry,verb,Terag
Harsh,adjective,Vahkaas
Harvest,verb,Ahvos
Harvester,noun,Ahvosiik
Has,verb,Lost
Haste,verb,Nelvaas
Hasten,verb,"Genel, Nelvaas"
Hasty,adjective,Nel
Hat,noun,Dahral
Hatch,verb,Kliin
Hatchet,noun,Malhahkun
Hatchling,adjective,Yunkliin
Hate,noun,Irkbaan
Hateful,adjective,Zoirkbaan
Hath,verb,Loost
Hatred,noun,Irkbaan
Haul,noun,Wid
Haunt,verb,Folook
Haunted,adjective,Folookaal
Haunter,noun,Folokaan
Have,verb,Lost
Haven,noun,Gaard
Hawk,noun,Skar
Hay,noun,Kleydo
Hazard,noun,Daak
He,pronoun,Rok
Head,noun,Klov
Headache,noun,Klovhod
Headband,noun,"Klovriiv, Klovriiv"
Headless,adjective,Klovnu
Headmaster,noun,Inmindaar
Headphone,noun,Rihoniir
Headscarf,noun,"Klovriiv, Klovriiv"
Headset,noun,Rihoniir
Heal,verb,Vahraan
Healer,noun,Vahraniik
Health,noun,Haas
"Health Record",noun,Haas-Pelaan
Healthful,adjective,Zohaas
Healthy,adjective,Zohaas
Heap,noun,Mahkur
Hear,verb,Hon
Hearken,verb,Huzrah
Heart,noun,Hil
"Heart Fire",noun,Silyol
Heartache,noun,Hilaus
Heartbeat,noun,Silmand
Hearth,noun,Fraad
Hearthstone,noun,Fraadgolz
Heartless,adjective,Iizil
Heartscale,noun,Jahvrii
Hearty,adjective,Zohaas
Heat,noun,"Frin, Yos"
"Heat Wave",noun,Frinriik
Heater,noun,Yosiik
Heathen,noun,Nidrin
Heave,verb,Seyl
Heaven,noun,Gosvern
Heavenly,adjective,Kahliir
Heavy,adjective,Grotiin
Hectic,adjective,Hekofir
Hedgehog,noun,Hirthod
Heed,verb,
Heed,verb,Huz
Heedless,adjective,Huznu
Heel,noun,Fren
Height,noun,Lokom
Heighten,verb,Gelok
Heir,noun,Vahriik
Heist,noun,Gahrot
Helicopter,noun,Horotviing
Heliotrope,adjective,Jensoqat
Hell,noun,"Ausul, Volok"
Hello,interjection,Ahnok
Helm,noun,Zurgah
Helmet,noun,Zurgah
Help,noun,"Hiif, Freyend"
Help,verb,Frey
Helper,noun,Freyiik
Helpful,adjective,Zohiif
Helpless,adjective,Hiifnu
Hemp,noun,Dulfuhil
Hence,adverb,Grok
Hence,adverb,Drus
Henceforth,adverb,Grok
Heptagon,noun,Zudreid
Her,pronoun,"Ek, Mek"
Herald,noun,Qolaas
Heraldic,adjective,Qolaasuv
Herb,noun,Arov
Herbal,adjective,Aronuv
Herbivore,noun,Ahvusnaak
Herd,noun,Doraan
Here,adverb,Het
Hereafter,preposition,Daarmindin
Hereafter,adverb,Mindinu
Herein,adverb,Kohet
Heresy,noun,Folahzein
Heritage,noun,Haavneviis
Hermit,noun,Kunmaar
Hero,noun,Hun
Heroic,adjective,Hungaar
Heroically,adverb,Zohungaar
Heroine,noun,Naako
Heroism,noun,Hunaar
Heron,noun,Lingrahmos
Hers,pronoun,Ek
Herself,pronoun,Ekmaar
Hesitate,verb,Sarein
Heterosexual,adjective,Vorliinvas
Hew,verb,Kliiz
Hexagon,noun,Sokreid
Hey,interjection,Ahnok
Hi,interjection,Ahnok
Hibernate,verb,Felaag
Hidden,adjective,Soven
Hide,verb,Iliis
Hide,noun,Kelm
Hideous,adjective,Tekar
Hideousness,noun,Tekarom
Hideout,noun,Iliistaad
Hierarchy,noun,Suleykoz
High,adjective,Lok
"High Elf",noun,Yuvonfahliil
"High King",noun,Lotjun
Highborn,adjective,Lotkiin
Higher,adjective,Avokei
Highlands,noun,Tuzahrol
Highness,noun,Lokom
Highway,noun,"Maagstrah, Felstrah"
Highwayman,noun,Strahtafiir
Hill,noun,Ahrol
"Hillgrund's steading",noun,Hillgrundhofkah
Hilt,noun,Umdaal
Him,pronoun,Mok
Himself,pronoun,Okmaar
Hinder,verb,Morkon
Hinderer,noun,Morkoniid
Hindsight,noun,Miindin
Hint,noun,Daarz
Hippopotamus,noun,Lotraxboz
Hircine,noun,Drogsenir
Hire,verb,Ahmil
Hirvut,noun,Hirvut
His,pronoun,Ok
Hiss,interjection,Liis
Hiss,verb,Seyrt
Hisser,noun,Seyrtiik
Hist,noun,Geingolslen
Historian,noun,Ustidaan
History,noun,Usnutiid
Hit,verb,Vek
Hoar,noun,Fodiiz
Hoard,noun,Ruuv
Hoarfrost,noun,Fodiiz
Hoarse,adjective,Golzul
Hoarseness,adjective,Golzul
Hoax,verb,Dubah
Hobby,noun,Botiidren
Hockey,noun,Iizkred
Hold,verb,Kopiraak
Hold,noun,"Gevild, Volk"
Hole,noun,Raf
Holiday,noun,Lotsul
Holler,verb,Zaan
Hollow,verb,Zahraan
Hollowness,noun,Zahraanom
Holly,noun,Krolaak
Hologram,noun,Gaafilir
Holographic,adjective,Gaafilir
Holy,adjective,Stahdim
Home,noun,"Hofkiin, Himdah"
Homecoming,noun,Hofkiin-Daal
Homeland,noun,Himdah
Homeless,adjective,Hofkiinvu
Homely,adjective,Hofkiinus
Homesick,adjective,Hofkrosik
Homework,noun,Hofkiin-Kroson
Homicide,noun,Kriivey
Homophone,noun,Rinis-Honaat
Homosexual,adjective,Medliinvas
Hone,verb,Vet
Honest,adjective,Delaal
Honesty,noun,Del
Honey,noun,Tolal
Honor,noun,Zin
Honorable,adjective,Zinaal
Honour,noun,Zin
Honourable,adjective,Zinaal
Hood,noun,Dahral
Hoof,noun,Talaav
Hook,noun,Vugzahd
Hope,verb,Hind
Hopeful,adjective,Zohind
Hopeless,adjective,Hindnu
Hopeless,noun,Nishind
Horde,noun,Feyal
Horizon,noun,Oldoz
Horizontal,adjective,Lingreid
Horker,noun,Gahgort
Horn,noun,"Zahk, Piniir, Geltrein"
Horrible,adjective,Zomaar
Horrid,adjective,Gaas
Horrifying,adjective,Zomaar
Horror,noun,Vol
Horse,noun,Key
Horseless,adjective,Vothnikey
Horseshoe,noun,Keystov
Hose,noun,Lomatah
Hospital,noun,Staadsehaas
Host,noun,Vahjiik
Hostage,noun,Grunzah
Hostile,adjective,Paalus
Hostility,noun,Drensepaal
Hot,adjective,Frin
"Hot Spring",noun,Frinvahwuld
Hotwire,verb,Fusgonah
Hound,noun,Dok
Hour,noun,Omaar
House,noun,Tiidnavir
House,noun,Hofkah
Housecarl,noun,Hofkinspaan
Household,noun,Hofkahnaar
Housekeeper,noun,Hofkinaar
Hover,verb,Horit
How,adverb,Vir
"How long",adverb,Zutiid
"How many",adverb,Zuwaar
"How much",adverb,Zuwaar
However,adverb,Vutharaak
Howl,noun,Krul
Huckster,noun,Maltuniik
Huddle,verb,Feyalvoth
Huff,verb,Fuh
Hug,verb,Suyah
Huge,adjective,Hotus
Hull,noun,Skraav
Hum,verb,Heyz
Human,noun,Mun
Humanity,noun,Jul
Humanoid,noun,Muneyd
Humans,noun,Jul
Humble,adjective,Bonaar
Humbleness,noun,Bonaarom
Humid,adjective,Fukt
Humidity,adjective,Fukt
Humility,noun,Bonaarom
Hummingbird,noun,Velokraan
Humor,noun,Tesiik
Humorous,adjective,Tesiikei
Humour,noun,Tesiik
Hunchback,noun,Prukriig
Hunger,noun,Bahlok
Hungry,adjective,Bahlokus
Hunt,verb,Nir
Hunter,noun,Ah
Hurl,verb,Fusk
Hurler,noun,Fuskiid
Hurray,interjection,Jii
Hurricane,noun,Surahgol
Hurry,verb,Asnir
Hurt,verb,"Ahraan, Fiiz"
Hurtful,adjective,Fiizkei
Husband,noun,Ahmul
Husk,noun,Eyzan
Hut,noun,Qiiv
Huzzah,interjection,Jii
Hybrid,noun,Hilkiin
Hydrology,noun,Hahselom
Hymn,noun,Weridaas
Hyper,adjective,Dahgriil
Hyperthermia,noun,Sosfrin
Hypnosis,noun,Laaghahdrim
Hypnotic,adjective,Laaghahdrimaal
Hypnotist,noun,Laaghahdrimiik
Hypnotize,verb,Gelaaghadrim
Hypocrite,noun,Uvokriin
Hypothermia,noun,Sosdiin
Hypothesize,verb,Kronlorot
Hysteria,noun,Faast
I,pronoun,Zu'u
Ice,noun,Iiz
"Ice Cream",noun,Odpaagliik
Iceberg,noun,Iizmalur
Icicle,noun,Zoniiz
Icon,noun,Andiir
Icy,adjective,Iizus
Idea,noun,Zaak
Ideal,adjective,Zaakan
Identification,noun,Kosrinisiiv
Identify,verb,Kosrinisiiv
Identity,noun,Kosrinis
Idiocy,noun,Hinz
Idiot,noun,Hefhah
Idiot,adjective,Hinz-Mey
Idiotic,adjective,Hefahus
Idol,noun,Inzah
If,conjunction,Waan
If,adverb,Fodos
Ignite,verb,Geyol
Ignorance,noun,Hinz
Ignorant,adjective,Hinzaal
Ignore,verb,Nibor
Ill,adjective,Kras
Illegal,adjective,Vothunuv
Illegitimate,adjective,Nivahpruzah
Illness,noun,Krasaar
Illuminate,verb,Kun
Illumination,noun,Kun
Illusion,noun,Fiikath
Illusory,adjective,Hahjok
Image,noun,"Ilir, Fotiid"
Imaginary,adjective,Hahjok
Imagination,noun,Mahraal
Imaginative,adjective,Mahradaal
Imagine,verb,Mahraal
Imbalance,noun,Voro
Imbecile,noun,Hefhah
Imbue,verb,Guvok
Imga,noun,Lotmuzaar
Imitate,verb,Laniz
Imitator,noun,Laniziik
Immediate,adjective,Zoknu
Immense,adjective,Makil
Immerse,verb,Deytaak
Immersion,verb,Deytaak
Imminent,adjective,Dasmah
Immobile,adjective,Nisbo
Immobilized,adjective,Nisbo
Immodest,adjective,Niyusgri
Immoral,adjective,Kaarn
Immortal,noun,Vojoor
Immortal,adjective,Vozahlaas
Immortality,noun,Vozahlaas
Immortalize,verb,Gevozahlaas
Immovable,adjective,Nisbo
Immune,adjective,Sahlonu
Immunity,adjective,Sahlonu
Immutability,noun,Tiidnul
Immutable,adjective,Tiidnu
Impact,verb,Vek
Impale,verb,Kinzuk
Impart,verb,"Gemindok, Gerev"
Impatient,noun,Voprem
Impeccable,adjective,Tozeinvu
Impede,verb,Gesein
Impel,verb,Ahfiz
Impenetrable,adjective,Nikinz
Imperfect,adjective,Kunriiv
Imperial,adjective,Lokoltuv
Impermeable,adjective,Nikinz
Implement,noun,Dreniir
Implore,verb,Athlaan
Imply,verb,Hirvut
Impolite,adjective,Vopruzahvun
Import,verb,Kostaal
Importance,noun,"Nizraadom, Riidom"
Important,adjective,"Riid, Nizraad"
Impose,verb,Ahrot
Impossible,adjective,Vokorasaal
Impostor,noun,Orisnizah
Impregnate,verb,Verkiir
Impress,verb,Vreyviis
Impression,noun,Vreyviis
Improbable,adjective,Vogrozah
Improper,adjective,Voprudaav
Improve,verb,Gepruz
Impulse,noun,Ahgreld
Impunity,noun,Vopent
Impure,adjective,Voruv
In,preposition,Ko
Inability,noun,Nismaar
Inanimate,adjective,Vonahl
Inapplicable,adjective,Nispeylaan
Inappropriate,adjective,Voprudaav
Inasmuch,adverb,Fodos
Inaudible,adjective,Nihon
Inbox,noun,Funrahoskad
Incapability,noun,Nismaar
Incapable,adjective,Nivos
Incarnate,adjective,Mel
Incarnation,noun,Kopraanzii
Incense,noun,Ziigel
Inception,noun,Gonmaar
Incessant,adjective,Unslaav
Incest,noun,Soskren
Inch,noun,Minoh
Incident,noun,Draknah
Include,verb,Raavut
Income,noun,Yuldofaal
Incomprehensible,adjective,"Vomindoraan, Vonmindoraan"
Inconceivable,adjective,"Vomindoraan, Vonmindoraan"
Inconsequential,adjective,Liizah
Inconsiderable,adjective,Nimiinahsul
Inconsistency,noun,Uzgrolein
Inconsolable,adjective,Nisfranvoth
Incorrect,adjective,Folaas
Increase,verb,"Gezuk, Ter"
Incubate,verb,Klurfaad
Indecisive,adjective,Nidkomaan
Indeed,adverb,Vrah
Indefinite,adjective,Pogaan-Luft
Indelicate,adjective,Vohiraas
Indent,verb,Kokrent
Independent,adjective,Vorivunaal
Indestructible,adjective,Nisal
Index,noun,Faankeitz
Indicate,verb,Miistir
Indigenous,noun,Diistaak
Indignant,adjective,Paazrahgol
Indigo,adjective,Biijen
Indiscernible,adjective,Nivolos
Indistinguishable,adjective,Nivolos
Individual,adjective,Jormaar
Indivisible,adjective,Niskrenok
Indoor,adjective,Nebenkav
Indoors,adjective,Nebenkav
Indulge,verb,Kovir
Inebriated,adjective,Teivo
Inedible,adjective,Nisnaak
Inevitable,adjective,Nivudoz
Inexorable,adjective,Nisaakrot
Inexperience,noun,Niseirak
Inexperienced,adjective,Voheim
Infamous,adjective,Dufrahkei
Infamy,noun,Dufrah
Infant,noun,Pahdul
Infanticide,noun,Kriipahdul
Infect,verb,Beinoz
Infection,noun,Krasraan
Infectious,adjective,Gekrastok
Inferior,adjective,Atumei
Infernal,adjective,Toorus
Inferno,noun,Toor
Infinite,adjective,Vozah
Infinitive,noun,Nuntrot
Infinity,noun,"Mintiinon, Vozahrom"
Infix,verb,Koris
Inflict,verb,Konos
Infliction,verb,Konos
Influence,noun,Paazigran
Inform,verb,Gesiigor
Informal,adjective,Voprudaav
Information,noun,Frahzogin
Infrared,noun,Atumsahqo
Infringement,noun,Vothunuval
Infuse,verb,Guvok
Ingenious,adjective,Kleirus
Ingot,noun,Goltin
Inhabit,verb,Kolahney
Inhabitant,noun,Staak
Inherent,adjective,Haavniid
Inherit,verb,Haavneyz
Inhuman,adjective,Vojul
Initial,adjective,Kodiist
Initiate,verb,Gonal
Initiative,verb,Gonal
Injure,verb,Ahraan
Injury,noun,Ahraan
Ink,noun,Virpal
Inlet,noun,Jotserath
Inn,noun,Haaf
Innate,adjective,Hahkiin
Inner,adjective,"Kosil, Zuko"
Innermost,adjective,Zoko
Innocence,noun,Stahr
Innocent,adjective,Stahraal
Innovation,noun,Yunaan
Input,verb,Koris
Inquire,verb,Laan
Inquiry,noun,Laan
Insane,adjective,Vorohah
Insanity,noun,Vorohah
Inscription,noun,Dwiisinda
Insect,noun,Pusojur
Insecticide,noun,Kriipusojur
Insecure,adjective,Meyarnkei
Inseparable,adjective,Niskrenok
Insert,verb,Koris
Inside,adjective,Ko
Insight,noun,Koraav-Vahzen
Insignificant,adjective,Vonizraad
Insipid,adjective,Kenvu
Insist,verb,Ziidol
Insolence,noun,Duziirah
Insolent,adjective,Duziir
Insomnia,noun,Praanvuhah
Insomuch,adverb,Fodos
Inspect,verb,Siivahzen
Inspector,noun,Vahzen-Tovitaan
Inspiration,noun,Shaan
Inspirational,adjective,Shaan
Inspire,verb,Shaan
Instability,noun,Votarnom
Instance,noun,Getiid
Instant,adjective,Kusil
Instead,adverb,Sinon
Instigate,verb,Drunkoros
Instill,verb,Gerev
Instinct,noun,Drenkiin
Instinctual,adjective,Hahkiin
Institute,noun,Mindaziir
Instruction,noun,Mindovaat
Instrument,noun,"Verlovaasniir, Dreniir"
Insult,verb,Faazrot
Intact,adjective,Vokrent
Intangible,noun,Vohaalvut
Integrate,verb,Kolov
Integration,noun,Kolovend
Integrity,noun,Muledil
Intellect,noun,Mindosil
Intelligence,noun,Mindosil
Intelligent,adjective,Mindosaal
Intend,verb,Sukah
Intense,adjective,Indagriin
Intent,noun,Sukaat
Intention,noun,Sukaat
Interact,verb,Vothdreh
Interchangeable,adjective,Vinevuld
Intercourse,noun,Kothrakaas
Interest,noun,Kusah
